"УСТАВ";1107;1427;1659;1427;1107;1532;1107;1532;1;1;1; 0.959449; 5; 1107;1430;1214;1532; 6;  У; 0.890886;  у; 0;  ~; 0;  Е; 0;  '; 0;  Х; 0;  1230;1428;1324;1531; 6;  С; 0.913245;  с; 0;  О; 0;  А; 0;  Р; 0;  Е; 0;  1346;1429;1434;1529; 6;  Т; 0.91922;  т; 0;  Г; 0;  Р; 0;  Л; 0;  В; 0;  1450;1427;1555;1529; 6;  А; 0.92317;  а; 0;  ы; 0;  4; 0;  Э; 0;  Е; 0;  1567;1429;1659;1528; 6;  В; 0.900477;  в; 0;  Б; 0;  Н; 0;  Ь; 0;  Е; 0;  
"~";2547;2782;2548;2782;2547;3504;2547;3504;2;2;2; 0.950000; 1; 2547;2782;2548;3504; 0;  
