"УТВЕРЖДЕН";628;36;752;36;752;56;628;56;1;1;1; 0.246612; 9; 628;39;641;54; 6;  У; 0.931622;  у; 0;  Е; 0;  А; 0;  И; 0;  Х; 0;  640;36;658;56; 6;  т; 0.892599;  п; 0.308453;  г; 0;  л; 0;  м; 0;  ш; 0;  641;42;683;54; 6;  в; 0.60789;  е; 0.586152;  к; 0.57981;  з; 0.574571;  ж; 0.568912;  х; 0.508707;  669;36;685;56; 6;  е; 0.928391;  а; 0;  о; 0;  ё; 0;  в; 0;  г; 0;  683;42;695;56; 2;  р; 0.94198;  о; 0;  695;42;715;53; 2;  ж; 0.95074;  Ж; 0;  711;36;726;56; 6;  д; 0.925496;  ё; 0.17982;  б; 0;  е; 0;  ф; 0;  Ф; 0;  715;36;739;53; 4;  е; 0.951982;  ё; 0;  Е; 0;  а; 0;  741;42;752;52; 1;  н; 0.930557;  
"РЕШЕЧЫЕМ";586;85;659;85;659;96;586;96;1;1;2; 0.001355; 8; 586;85;593;96; 6;  Р; 0.912251;  В; 0.298979;  Ф; 0.0652754;  Б; 0.0591386;  р; 0.0445086;  в; 0;  586;85;601;96; 6;  е; 0.942207;  о; 0.215899;  с; 0.163304;  а; 0.0480797;  в; 0;  и; 0;  603;85;612;96; 6;  ш; 0.853452;  с; 0.500741;  ж; 0.451118;  н; 0.444702;  щ; 0.442968;  к; 0.420738;  611;85;622;96; 6;  е; 0.868282;  с; 0.550172;  ю; 0.429559;  к; 0.426651;  о; 0.426142;  и; 0.376349;  622;85;630;96; 6;  ч; 0.802761;  т; 0.79759;  н; 0.743491;  с; 0.64152;  м; 0.491062;  е; 0.488435;  602;88;659;96; 3;  ы; 0.910684;  ь; 0.702795;  и; 0.504616;  638;85;649;96; 3;  е; 0.917009;  с; 0.440463;  ю; 0.394848;  648;85;657;96; 1;  м; 0.912081;  
"УЧРЕДИТЕЛЯ";665;84;752;84;752;96;665;96;1;1;2; 0.013222; 10; 667;84;673;96; 6;  У; 0.963613;  у; 0.691884;  И; 0.440188;  Р; 0.419465;  Э; 0.403529;  ,; 0.349757;  665;86;686;96; 4;  У; 0.988449;  у; 0.70747;  х; 0.685764;  к; 0.66264;  680;84;689;96; 1;  р; 0.864922;  681;87;697;95; 1;  е; 0.92189;  696;84;708;96; 1;  д; 0.93031;  707;84;716;96; 6;  у; 0.864117;  и; 0.70967;  ы; 0.707414;  о; 0.662119;  а; 0.618044;  с; 0.593456;  697;84;736;95; 2;  т; 0.900445;  л; 0.45333;  726;84;734;96; 1;  е; 0.919836;  734;84;742;96; 3;  т; 0.74362;  л; 0.740887;  с; 0.717604;  739;87;752;93; 6;  я; 0.905423;  Я; 0.448987;  ~; 0.41674;  а; 0.408807;  е; 0.359259;  и; 0.322184;  
"ООО";602;123;634;123;634;134;602;134;1;1;3; 0.281046; 3; 602;123;611;134; 6;  ~; 0.894868;  О; 0.602163;  Ф; 0.545631;  2; 0.412923;  0; 0.402106;  9; 0.3074;  602;123;620;134; 6;  О; 0.921607;  0; 0.537436;  С; 0.289728;  З; 0.280756;  Ю; 0.267599;  б; 0.267319;  615;123;634;134; 6;  О; 0.913685;  0; 0.616467;  б; 0.489062;  ~; 0.48143;  Ф; 0.475618;  Ю; 0.46676;  
"~АМОЯСОЫПРУЛЛ~";640;121;752;121;752;133;640;133;1;1;3; 0.024346; 14; 640;127;644;132; 6;  ~; 0.924382;  +; 0.606999;  ж; 0.511171;  ч; 0.494004;  э; 0.392495;  ,; 0.386562;  647;121;655;133; 2;  А; 0.851872;  а; 0.653773;  654;121;663;133; 6;  м; 0.833959;  л; 0.79543;  д; 0.692786;  а; 0.690884;  М; 0.617221;  в; 0.605705;  649;122;686;133; 6;  о; 0.900023;  а; 0.822005;  е; 0.536801;  с; 0.486143;  и; 0.468316;  д; 0.41361;  670;121;679;133; 6;  я; 0.893451;  ж; 0.803707;  н; 0.494953;  к; 0.382094;  е; 0.369055;  х; 0.365193;  678;121;686;133; 2;  С; 0.867385;  б; 0.703911;  685;121;694;133; 2;  о; 0.79695;  р; 0.740051;  686;125;704;133; 2;  ы; 0.909078;  Ы; 0.520589;  706;121;711;125; 4;  П; 0.831891;  й; 0.765414;  Й; 0.702415;  п; 0.638841;  711;121;720;133; 1;  р; 0.944079;  719;121;728;133; 1;  у; 0.920346;  711;124;744;133; 6;  л; 0.917838;  п; 0.707898;  т; 0.699443;  й; 0.440867;  я; 0.401855;  а; 0.376963;  734;121;743;133; 6;  л; 0.871334;  т; 0.677984;  и; 0.57934;  г; 0.538335;  а; 0.528719;  я; 0.505235;  747;125;752;130; 2;  ~; 0.88001;  ~; 0.623051;  
"№";552;161;567;161;567;171;552;171;2;2;4; 0.939236; 1; 552;161;567;171; 6;  №; 0.940148;  ~; 0;  М; 0;  м; 0;  Ж; 0;  ф; 0;  
"23";573;160;586;160;586;171;573;171;2;2;4; 0.638367; 2; 573;161;578;171; 6;  :; 0.880265;  2; 0.832492;  1; 0.457411;  3; 0.367973;  ~; 0.188202;  ~; 0.173044;  581;160;586;171; 6;  3; 0.954576;  З; 0;  з; 0;  2; 0;  8; 0;  :; 0;  
"ОТ";594;152;609;152;609;180;594;180;2;2;4; 0.902879; 2; 594;152;602;180; 6;  о; 0.897246;  с; 0;  е; 0;  э; 0;  а; 0;  ю; 0;  594;163;609;171; 6;  т; 0.884186;  л; 0.660925;  п; 0.338552;  м; 0.297318;  ч; 0.106202;  и; 0.077712;  
"~15~";620;160;651;160;651;171;620;171;2;2;4; 0.698435; 4; 620;164;625;169; 1;  ~; 0.959284;  628;161;634;171; 6;  1; 0.833479;  2; 0.789697;  ~; 0.585089;  :; 0.565815;  7; 0.565224;  3; 0.505834;  636;160;644;171; 6;  5; 0.887846;  3; 0.81002;  З; 0.521684;  ~; 0.465652;  ,; 0.410614;  з; 0.356597;  646;164;651;169; 5;  ~; 0.941185;  ь; 0.0451442;  ъ; 0;  ~; 0;  ~; 0;  
"ДЕНОБРЯ";657;152;714;152;714;180;657;180;2;2;4; 0.000000; 7; 657;152;667;180; 1;  д; 0.961097;  666;152;674;180; 5;  е; 0.895838;  с; 0.176586;  а; 0.0226031;  о; 0.0151333;  в; 0;  657;160;695;171; 6;  ж; 0.819018;  н; 0.806675;  м; 0.743918;  к; 0.723729;  ч; 0.420604;  х; 0.404717;  681;152;688;180; 4;  а; 0.868882;  о; 0.858766;  ю; 0.409843;  и; 0.359898;  688;152;698;180; 5;  б; 0.907014;  в; 0.571283;  ё; 0.325871;  6; 0.173141;  й; 0.141864;  692;161;707;171; 2;  р; 0.910482;  о; 0.619926;  709;162;714;169; 2;  я; 0.939364;  а; 0;  
"2015";720;159;752;159;752;170;720;170;2;2;4; 0.623129; 4; 720;159;729;170; 1;  2; 0.892183;  728;166;733;170; 4;  0; 0.957441;  9; 0.340128;  О; 0.323923;  2; 0.248724;  738;159;743;170; 6;  1; 0.850008;  7; 0.842203;  2; 0.727183;  3; 0.574649;  т; 0.557949;  Т; 0.548501;  746;159;752;170; 2;  5; 0.887903;  ~; 0.670868;  
"УСТАВ";301;547;499;547;499;584;301;584;3;3;5; 0.788963; 5; 301;548;337;584; 6;  У; 0.887273;  у; 0.000204754;  Д; 0;  М; 0;  и; 0;  И; 0;  344;547;378;584; 6;  С; 0.85364;  с; 0.283427;  О; 0;  М; 0;  Щ; 0;  е; 0;  391;548;421;584; 6;  Т; 0.802736;  т; 0.508831;  Г; 0.0150158;  Р; 0.0315733;  В; 0;  Л; 0;  423;548;454;584; 6;  А; 0.865841;  а; 0.125977;  Я; 0.0103843;  я; 0.0335236;  Е; 0;  И; 0;  467;547;499;584; 5;  В; 0.803166;  Б; 0.539542;  в; 0.388138;  Ь; 0.0272446;  Е; 0;  
"ОБЩЕСТВА";58;626;210;626;210;653;58;653;4;4;6; 0.967814; 8; 58;626;80;648; 6;  О; 0.922168;  Ф; 0;  о; 0;  У; 0;  '; 0;  П; 0;  81;627;96;648; 6;  б; 0.932598;  6; 0;  в; 0;  о; 0;  с; 0;  Б; 0;  98;633;122;653; 4;  щ; 0.941501;  Щ; 0;  ц; 0;  ю; 0;  124;633;138;648; 6;  е; 0.941726;  ё; 0;  г; 0;  с; 0;  а; 0;  и; 0;  138;633;153;648; 3;  с; 0.942304;  С; 0;  е; 0;  153;633;179;648; 2;  т; 0.942116;  п; 0;  179;633;193;648; 1;  в; 0.942279;  195;633;210;648; 6;  а; 0.923313;  о; 0;  и; 0;  ф; 0;  д; 0;  л; 0;  
"~А";216;629;234;629;234;658;216;658;4;4;6; 0.271949; 2; 216;629;226;658; 6;  ~; 0.902852;  (; 0.744866;  Г; 0.727508;  ~; 0.562623;  г; 0.558788;  С; 0.367747;  220;633;234;648; 6;  а; 0.874352;  ~; 0.754543;  е; 0.421301;  о; 0.374279;  ~; 0.359738;  =; 0.356017;  
"ОГРАНИЧЕННОЙ";243;627;442;627;442;655;243;655;4;4;6; 0.968332; 12; 243;633;258;648; 6;  о; 0.880398;  с; 0;  е; 0;  а; 0;  п; 0;  в; 0;  258;633;271;648; 5;  г; 0.942007;  е; 0;  2; 0;  в; 0;  р; 0;  268;633;287;655; 6;  р; 0.952161;  г; 0;  п; 0;  о; 0;  к; 0;  в; 0;  289;634;304;649; 5;  а; 0.942553;  о; 0;  и; 0;  д; 0;  ь; 0;  304;634;321;648; 6;  н; 0.951693;  Н; 0;  к; 0;  м; 0;  п; 0;  и; 0;  323;634;339;649; 1;  и; 0.942571;  342;634;356;649; 5;  ч; 0.95194;  н; 0;  Ч; 0;  щ; 0;  ц; 0;  358;634;372;649; 2;  е; 0.942535;  ё; 0;  373;634;389;649; 4;  н; 0.951535;  Н; 0;  к; 0;  и; 0;  391;634;407;649; 4;  н; 0.942019;  Н; 0;  к; 0;  и; 0;  409;633;423;649; 3;  о; 0.942357;  О; 0;  е; 0;  427;627;442;649; 2;  й; 0.932781;  Й; 0;  
"ОТВЕТСТВЕННОСТЬЮ";452;632;751;632;751;649;452;649;4;4;6; 0.953624; 16; 452;634;467;649; 6;  о; 0.908019;  О; 0;  с; 0;  е; 0;  а; 0;  д; 0;  469;633;493;649; 5;  т; 0.923192;  п; 0;  Т; 0;  м; 0;  О; 0;  494;633;507;648; 5;  в; 0.932728;  б; 0;  е; 0;  В; 0;  с; 0;  509;633;523;649; 6;  е; 0.931144;  ё; 0;  а; 0;  в; 0;  с; 0;  о; 0;  522;633;547;649; 3;  т; 0.923313;  Т; 0;  п; 0;  549;633;563;649; 6;  с; 0.932114;  е; 0;  С; 0;  ь; 0;  о; 0;  к; 0;  563;633;580;648; 1;  т; 0.923318;  581;633;603;648; 3;  в; 0.932367;  В; 0;  е; 0;  604;633;618;649; 3;  е; 0.932171;  а; 0;  ё; 0;  619;633;636;648; 2;  н; 0.922475;  Н; 0;  637;633;654;648; 5;  н; 0.932678;  Н; 0;  и; 0;  к; 0;  в; 0;  656;633;671;648; 3;  о; 0.931689;  О; 0;  е; 0;  672;633;686;648; 6;  с; 0.932088;  С; 0;  е; 0;  ь; 0;  о; 0;  н; 0;  687;633;711;648; 3;  т; 0.932725;  Т; 0;  п; 0;  713;633;725;648; 4;  ь; 0.92128;  ы; 0;  ъ; 0;  Ь; 0;  728;632;751;648; 4;  ю; 0.901693;  Ю; 0;  .; 0;  к; 0;  
