"ОО";682;907;809;907;809;970;682;970;1;1;1; 0.000000; 2; 682;907;744;970; 6;  О; 0.314362;  о; 0.290234;  П; 0.27216;  С; 0.247497;  Б; 0.236655;  п; 0.204792;  755;907;809;970; 6;  О; 0.667485;  С; 0.688826;  о; 0.431729;  с; 0.424389;  е; 0.382548;  Е; 0.28356;  
"ВЕ";839;907;1008;907;1008;969;839;969;1;1;1; 0.000000; 2; 839;907;945;969; 6;  В; 0.409058;  Т; 0.339227;  Ю; 0.296995;  Щ; 0.287828;  Ж; 0.283583;  К; 0.292833;  954;908;1008;969; 3;  Е; 0.375316;  е; 0.172195;  О; 0.0684823;  
"БЛАГОТВОРИТЕЛЬНОГО";528;1039;1010;1039;1010;1068;528;1068;2;2;2; 0.892993; 18; 528;1039;549;1066; 6;  Б; 0.921154;  В; 0;  6; 0;  б; 0;  Ь; 0;  Р; 0;  551;1040;577;1067; 6;  Л; 0.929582;  л; 0;  Д; 0;  Т; 0;  П; 0;  1; 0;  579;1040;607;1067; 3;  А; 0.933026;  Е; 0;  У; 0;  610;1039;631;1067; 6;  Г; 0.932922;  Т; 0;  Л; 0;  П; 0;  г; 0;  Р; 0;  634;1039;661;1067; 3;  О; 0.933023;  о; 0;  С; 0;  664;1040;686;1067; 6;  Т; 0.932618;  т; 0;  Г; 0;  Д; 0;  Л; 0;  З; 0;  689;1040;712;1067; 2;  В; 0.932699;  Б; 0;  717;1039;743;1067; 1;  О; 0.932983;  746;1040;766;1067; 2;  Р; 0.933055;  В; 0;  769;1040;796;1067; 4;  И; 0.933052;  и; 0;  Й; 0;  М; 0;  798;1040;821;1067; 3;  Т; 0.931092;  т; 0;  Г; 0;  824;1040;846;1067; 1;  Е; 0.932226;  848;1040;873;1067; 2;  Л; 0.930822;  л; 0;  876;1040;897;1067; 3;  Ь; 0.942499;  ь; 0;  Л; 0;  900;1040;926;1067; 1;  Н; 0.933009;  930;1040;956;1068; 1;  О; 0.932863;  959;1040;981;1067; 1;  Г; 0.926923;  983;1039;1010;1068; 1;  О; 0.942596;  
"ФОНДА";1024;1039;1173;1039;1173;1074;1024;1074;2;2;2; 0.961356; 5; 1024;1040;1053;1067; 2;  Ф; 0.928337;  Х; 0;  1056;1039;1083;1068; 4;  О; 0.932089;  о; 0;  Е; 0;  А; 0;  1086;1040;1114;1067; 5;  Н; 0.932092;  В; 0;  н; 0;  П; 0;  Б; 0;  1116;1039;1143;1074; 2;  Д; 0.932852;  д; 0;  1145;1040;1173;1067; 3;  А; 0.913683;  а; 0;  4; 0;  
"Г.";789;1765;811;1765;811;1785;789;1785;3;3;3; 0.930283; 2; 789;1765;804;1785; 6;  г; 0.933923;  Г; 0.514035;  ~; 0;  ~; 0;  1; 0;  ~; 0;  807;1780;811;1785; 6;  .; 0.94843;  ,; 0;  ~; 0;  ~; 0;  :; 0;  1; 0;  
"ЭНСК";827;1756;912;1756;912;1785;827;1785;3;3;3; 0.920840; 4; 827;1756;850;1785; 2;  Э; 0.952139;  В; 0;  854;1765;873;1785; 6;  н; 0.952118;  Н; 0;  п; 0;  и; 0;  к; 0;  в; 0;  876;1765;891;1785; 4;  с; 0.951646;  е; 0;  о; 0;  С; 0;  894;1766;912;1785; 2;  к; 0.940871;  К; 0;  
"2015";810;1836;888;1836;888;1865;810;1865;4;4;4; 0.968510; 4; 810;1836;827;1864; 6;  2; 0.941939;  г; 0;  1; 0;  д; 0;  3; 0;  х; 0;  832;1836;848;1865; 6;  0; 0.952006;  9; 0;  о; 0;  6; 0;  О; 0;  1; 0;  855;1836;865;1865; 6;  1; 0.951495;  7; 0;  ~; 0;  ~; 0;  ~; 0;  :; 0;  874;1837;888;1865; 6;  5; 0.942101;  3; 0;  ъ; 0;  ы; 0;  -; 0;  ~; 0;  
